what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365277251471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277254182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277256417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277256624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277256812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277257004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277257195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277257381
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277257571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277258124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277262790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277264541
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277271847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277271981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277275342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277275974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365277277614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277278454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277316057
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1365277320528
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365277327135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365277332079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277332903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277343769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277344938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277380816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277381418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277420889
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365277423349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365277428616
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365277433956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365277437003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277437527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277442877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277444606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277446272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365277451916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365277457766
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365277458887
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1365277462123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277481775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277838982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365277846045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277854026
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277867083
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365277868287
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278011749
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1365278019413
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365278019604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278031993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1365278032015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278035653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278037386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278040420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278097877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278552730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365278554876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365278559750
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365278560112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278566439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278669621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365278674626
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1365278678033
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1365278680256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278691167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278695366
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278696831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278719061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278732136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278833122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278834239
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278853976
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278856240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278857340
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278858024
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278871693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365278875105
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279102757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1365279105138
activated,editor,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.editors.CommonXmlEditor",1365279105458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279109295
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279112257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279125447
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279136456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279141213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279145623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279146772
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279149410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279150479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279158201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279159006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279162383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279162990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279206820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279213838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279217782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279220463
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279224750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279228712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279402675
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1365279408367
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1365279408551
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1365279408783
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365279409512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365279411304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279412176
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365279438413
