what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260604719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260604939
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260606359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260613428
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260660662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365260665623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365260670991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260674959
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1365260681312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1365260681406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260690252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1365260690281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260694119
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365260697472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1365260697485
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365260701423
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365260701615
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365260701983
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1365260702383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260707519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260711407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260711635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260711882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260714527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260721078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260723108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260760400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260770837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260804487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260810835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260842470
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1365260852175
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365260853409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260867638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260875636
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260881567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260882555
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365260892184
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365260892359
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365260892535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365260893008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365260893389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365260954213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261032266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365261052512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365261059444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1365261059707
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365261060823
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1365261060991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365261061561
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365261064612
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1365261065600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365261071290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261112814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261116529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365261126819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365261133347
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261141543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261192914
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261195078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261236721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261237812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261448510
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261449760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261674927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365261678449
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365261678761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365261679693
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261681442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261731299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365261732000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365267835256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365267839736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365267841526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365267842988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271457391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271488777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271500242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271504466
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271508371
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1365271511616
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365271516887
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271544999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271547042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271584568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271602882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271608260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271615617
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1365271619833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271638919
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271641796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271661301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271670268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271673696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271722953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1365271722962
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365271746063
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1365271758029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271759479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271774132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365271775886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272142090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272168222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272221466
started,bundle,com.google.gdt.eclipse.appengine.swarm,3.2.0.v201302131858-rel-r37,"com.google.gdt.eclipse.appengine.swarm",1365272231760
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272231781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272233289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272250595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272257459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272277011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272374907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272375360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272605926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365272609015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273021012
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1365273021998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365273025479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273032687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273033149
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1365273038003
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1365273038968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273040298
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273971934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273971941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365273971999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365273974756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365274079218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365274172954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274180677
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365274183142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1365274673932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365274688809
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1365274825504
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1365274827060
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1365274828255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1365274829547
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1365274829992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274831130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274831410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274831634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274831906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274832233
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1365274832579
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365274834513
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365274834751
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1365274834952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1365274836977
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365274842040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1365274844633
